"timestamp";"cul_es_tu...l_actual";"cul_de_lo...apliquen";"cul_de_la...apliquen";"qu_porcen...acin_etc";"aproximad...trabajas";"en_qu_tip...trabajas";"cul_es_la...opcional";"cul_es_el...anos_cop";"qu_tan_se...otamente";"cuntos_ao...ecnologa";"cuntos_ao...nalytics";"cul_es_el...mpletado";"cmo_has_a...apliquen";"cunto_tie...opcional";"de_los_si...cia_c__c";"de_los_si...uencia_c";"de_los_si...cia_java";"de_los_si...__nodejs";"de_los_si...ia_julia";"de_los_si...__octave";"de_los_si...ncia_php";"de_los_si...a_python";"de_los_si...ncia_sql";"de_los_si...uencia_r";"de_los_si...cia_ruby";"de_los_si...__elixir";"de_los_si...ia_scala";"de_los_si...__kotlin";"de_los_si...he_storm";"de_los_si...he_spark";"de_los_si...a_arcgis";"de_los_si...cia_aws_";"de_los_si...ia_azure";"de_los_si...ia_caffe";"de_los_si...cia_cntk";"de_los_si..._core_ml";"de_los_si...arning4j";"de_los_si...icsearch";"de_los_si...ncia_h2o";"de_los_si...a_hadoop";"de_los_si...le_cloud";"de_los_si...ia_excel";"de_los_si...cia_hive";"de_los_si...m_watson";"de_los_si..._jupyter";"de_los_si...ia_kafka";"de_los_si...a_kibana";"de_los_si...ia_knime";"de_los_si...ia_gephi";"de_los_si...logstash";"de_los_si...ia_mysql";"de_los_si..._mongodb";"de_los_si...ia_mxnet";"de_los_si...ia_neo4j";"de_los_si...a_oracle";"de_los_si...a_pandas";"de_los_si...stgresql";"de_los_si..._powerbi";"de_los_si...h__torch";"de_los_si...ik_sense";"de_los_si...ia_redis";"de_los_si...pidminer";"de_los_si...ncia_sas";"de_los_si...cia_spss";"de_los_si...kitlearn";"de_los_si...l_server";"de_los_si...ia_stata";"de_los_si..._tableau";"de_los_si...nsorflow";"de_los_si...idyverse";"adicional..._trabajo";"cules_de_...opcional";"en_qu_ciu...ualmente";"cul_es_tu..._de_edad";"con_qu_gn...ntificas";"de_los_si...ia_keras";"desarrollador...d__fullstack";"analista_de_datos";"cientfico_de_datos";"ingeniero_de_datos";"ingeniero_de_...ine_learning";"lider_de_equi...r__ejecutivo";"administrador...ses_de_datos";"product_manager";"analista_de_negocios";"estudiante";"docente__educador";"investigador_acadmico";"administrador...ta_en_devops";"creacin_y_man...macenamiento";"etl";"etc";"desarrollo_de...ocesar_datos";"anlisis_de_da...ine_learning";"despliege_de_...en_produccin";"entrenamiento..._estadsticos";"generacin_de_...s_e_informes";"identificacin...os_con_datos";"visualizacion...e_dashboards";"investigacin_...os_y_tcnicas";"liderazgo_de_...yo_ingeniera";"no_realizo_tr...do_con_datos";"especializaciones_online";"educacin_formal_pregrado";"educacin_formal_posgrado";"cursos_online_...aciones_pagas";"blog_posts_y_artculos";"cursos_online_gratis";"libros";"papers_de_investigacin";"videos";"conferencias_p...les_y_meetups";"cursos_presenc...s_de_extensin";"podcasts";"especializaciones_presenciales"
2019-06-12 21:01:43;"Empleado, tiempo completo";"Analista de Datos, Analista de Negocios, Científico de Datos, Estudiante";"Análisis de datos usando métodos estadísticos o machine learning, Despliege de modelos de machine learning o estadísticos en producción, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas";"Todo el tiempo o casi todo el tiempo";"10000 o más";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Banca";"(4e+06,5e+06]";"Muy rara vez o nunca";"1 año";"1 año";"Pregrado universitario, sin obtener título";"Blog posts y Artículos, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Libros, Papers de investigación";"2 a 3 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"Numpy, Matplotlib, Rattle, Cluster";"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Bogotá";"20 a 24 años";"Hombre";NA;"No";"Sí";"Sí";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"Sí";"No";"No"
2019-06-12 21:04:43;"Empleado, tiempo completo";"Analista de Datos, Científico de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Generación de reportes e informes";"Cerca de 1/4 del tiempo";"5000 a 9999";"Empresa extranjera con sede y ventas solo en Colombia";"Banca";"(4e+06,5e+06]";"Muy rara vez o nunca";"6 años";"2 años";"Posgrado: Master";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Educación formal posgrado, Libros";"1 semana o menos";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;"Algoritmos de Optimización, Análisis de Grafos, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Bogotá";"30 a 34 años";"Hombre";NA;"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"Sí";"Sí";"Sí";"No";"No";"Sí";"No";"No";"No"
2019-06-12 21:09:29;"Empleado, tiempo completo";"Lider de Equipo / Manager / Ejecutivo";"Análisis de datos usando métodos estadísticos o machine learning, Despliege de modelos de machine learning o estadísticos en producción, Identificación de problemas de negocio que pueden ser resueltos con datos, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Cerca de 1/4 del tiempo";"20 a 49";"Empresa colombiana solo con ventas locales";"Telecomunicaciones";"(1e+07,Inf]";"Aproximadamente la mitad del tiempo";"13 años";"3 años";"Posgrado: Master";"Conferencias presenciales y Meetups, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Educación formal posgrado, Papers de investigación, Videos";"No recuerdo";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc)";"Bogotá";"35 a 39 años";"Hombre";NA;"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"Sí";"Sí";"No";"Sí";"No";"No";"No";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"No";"No"
2019-06-12 21:21:13;"Empleado, tiempo completo";"Analista de Datos, Científico de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Despliege de modelos de machine learning o estadísticos en producción, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Liderazgo de equipos de analítica y/o ingeniería";"Todo el tiempo o casi todo el tiempo";"500 a 999";"Empresa colombiana solo con ventas locales";"Banca";"(6e+06,8e+06]";"Muy rara vez o nunca";"3 años";"5 años";"Posgrado: Master";"Educación formal pregrado, Educación formal posgrado, Libros, Videos";"2 a 3 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"No lo uso actualmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;"Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos no Paramétricos (kNN, Decision trees, etc)";"Bogotá";"25 a 29 años";"Mujer";NA;"No";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"No";"No";"Sí";"No";"No";"Sí";"Sí";"No";"No";"No";"Sí";"No";"Sí";"No";"No";"No";"No"
2019-06-12 21:22:03;"Empleado, tiempo completo";"Lider de Equipo / Manager / Ejecutivo";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Cerca de 1/4 del tiempo";"100 a 499";"Empresa extranjera con sede y ventas en Colombia y en el exterior";"Finanzas";"(1e+07,Inf]";"Unos pocos días al mes";"5 años";"8 años";"Posgrado: Master";"Cursos online gratis, Cursos presenciales / Cursos de extensión, Educación formal posgrado";"8 a 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";NA;"Lo uso en el trabajo regularmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc), Métodos no Paramétricos (kNN, Decision trees, etc)";"Bogotá";"30 a 34 años";"Hombre";NA;"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"No";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No"
2019-06-12 21:22:06;"Empleado, tiempo completo";"Analista de Negocios";"Desarrollo de software para recoger y procesar datos, Identificación de problemas de negocio que pueden ser resueltos con datos, No realizo trabajos relacionado con datos";"Solo en pocas ocasiones trabajo con análisis de datos o actividades relacionadas";"100 a 499";"Empresa colombiana solo con ventas locales";"Finanzas";"(3e+06,4e+06]";"Muy rara vez o nunca";"Menos de 1 año";"1 año";"Posgrado: Master";"Educación formal posgrado";"8 a 12 semanas";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Office 365";"Análisis de Grafos, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Métodos no Paramétricos (kNN, Decision trees, etc)";"Bogotá";"30 a 34 años";"Hombre";NA;"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"Sí";"No";"No";"No";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No"
2019-06-12 21:23:32;"Empleado, tiempo completo";"Desarrollador Back-End / Front-End / Full-Stack";"Desarrollo de software para recoger y procesar datos";"No realizo laboralmente ninguna de las actividades mencionadas";"1000 a 4999";"Empresa colombiana con ventas locales e internacionales";"Finanzas";"(1e+06,2e+06]";"Muy rara vez o nunca";"Menos de 1 año";"Menos de 1 año";"Pregrado universitario, con título";"Blog posts y Artículos, Conferencias presenciales y Meetups, Cursos online gratis, Libros, Papers de investigación";"2 a 3 semanas";NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;"Algoritmos de Optimización";"Bogotá";"20 a 24 años";"Hombre";NA;"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"No";"Sí";"No";"No";"No"
2019-06-12 21:24:50;"Empleado, tiempo completo";"Analista de Datos, Analista de Negocios";"Análisis de datos usando métodos estadísticos o machine learning, Desarrollo de software para recoger y procesar datos, Generación de reportes e informes";"Solo en pocas ocasiones trabajo con análisis de datos o actividades relacionadas";"1000 a 4999";"Empresa colombiana solo con ventas locales";"Telecomunicaciones";"(1e+07,Inf]";"Unos pocos días al mes";"Más de 15 años";"3 años";"Posgrado: Master";"Blog posts y Artículos, Cursos online gratis, Cursos online pagos o con certificaciones pagas, Educación formal posgrado, Libros, Papers de investigación";"6 a 7 semanas";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lo uso exclusivamente en proyectos personales";NA;NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";NA;NA;"Bogotá";"45 a 50 años";"Hombre";NA;"No";"Sí";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No"
2019-06-12 21:47:50;"Empleado, tiempo completo";"Científico de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Despliege de modelos de machine learning o estadísticos en producción, Generación de reportes e informes, Entrenamiento y validación de modelos de machine learning o estadísticos, Identificación de problemas de negocio que pueden ser resueltos con datos, Investigación de nuevos algoritmos y técnicas, Liderazgo de equipos de analítica y/o ingeniería, Visualizaciones de datos y generación de dashboards";"Cerca de 3/4 del tiempo";"1000 a 4999";"Empresa colombiana con ventas locales e internacionales";"Telecomunicaciones";"(6e+06,8e+06]";"Más de la mitad del tiempo";"2 años";"2 años";"Posgrado: Master";"Blog posts y Artículos, Cursos online pagos o con certificaciones pagas, Cursos presenciales / Cursos de extensión, Especializaciones presenciales, Educación formal posgrado, Libros, Papers de investigación, Videos";"Más de 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;"Lo uso exclusivamente en proyectos personales";"Lo uso en el trabajo regularmente";"No";"Algoritmos de Optimización, Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Métodos Bayesianos (Naive, Gaussian, BBN, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Medellín";"25 a 29 años";"Hombre";NA;"No";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"No";"Sí";"No";"Sí"
2019-06-12 21:47:51;"Empleado, tiempo completo";"Analista de Datos, Científico de Datos, Ingeniero de Datos, Ingeniero de Machine Learning";"Análisis de datos usando métodos estadísticos o machine learning, Creación y mantenimiento de infraestructura de datos almacenamiento, ETL, etc, Despliege de modelos de machine learning o estadísticos en producción, Entrenamiento y validación de modelos de machine learning o estadísticos";"Cerca de la mitad del tiempo";"50 a 99";"Empresa colombiana con ventas locales e internacionales";"SaaS";"(3e+06,4e+06]";"Muy rara vez o nunca";"2 años";"2 años";"Pregrado universitario, con título";"Blog posts y Artículos, Cursos online gratis, Libros, Papers de investigación, Videos";"2 a 3 semanas";NA;NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;"Lo uso en el trabajo regularmente";"Lo uso en el trabajo regularmente";NA;NA;NA;NA;"Lo uso en el trabajo regularmente";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Otra";"20 a 24 años";"Hombre";NA;"No";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"Sí";"Sí";"Sí";"No";"No";"No";"No"
2019-06-12 22:09:18;"Empleado, tiempo completo";"Analista de Datos, Científico de Datos, Ingeniero de Datos";"Análisis de datos usando métodos estadísticos o machine learning, Despliege de modelos de machine learning o estadísticos en producción, Generación de reportes e informes";"Cerca de la mitad del tiempo";"5000 a 9999";"Empresa colombiana con ventas locales e internacionales";"Comercio Minorista";"(6e+06,8e+06]";"Muy rara vez o nunca";"5 años";"5 años";"Posgrado: Especialización";"Cursos online pagos o con certificaciones pagas, Especializaciones presenciales, Libros, Papers de investigación";"Más de 12 semanas";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"Lo uso exclusivamente en proyectos personales";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";NA;"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";NA;"Lo uso en el trabajo, pero con poca frecuencia";"No lo uso actualmente";"No lo uso actualmente";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";"Lo uso en el trabajo regularmente";"Lo uso en el trabajo, pero con poca frecuencia";"Lo uso exclusivamente en proyectos personales";NA;"No lo uso actualmente";"No lo uso actualmente";"No lo uso actualmente";NA;"Aprendizaje no Supervisado (EM, K-means, Apriori, etc), Aprendizaje Supervisado (Regresión lineal/logística, SVM, ANOVA, HMM, etc), Redes Neuronales y Deep Learning (RNN, CNN, GAN, RBM, etc), Métodos no Paramétricos (kNN, Decision trees, etc), Métodos de Ensamble (Random forests, boosting, etc)";"Bogotá";"25 a 29 años";"Hombre";NA;"No";"Sí";"Sí";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"Sí";"No";"Sí";"No";"No";"No";"No";"No";"No";"No";"No";"Sí";"No";"No";"Sí";"Sí";"No";"No";"No";"No";"Sí"
